,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake,futur_speed,distance_1,ego_speed_1,d_diff_1,s_diff_1,distance_2,ego_speed_2,d_diff_2,s_diff_2,distance_3,ego_speed_3,d_diff_3,s_diff_3,distance_4,ego_speed_4,d_diff_4,s_diff_4,distance_5,ego_speed_5,d_diff_5,s_diff_5
6203,scene-0041,1532401503047048,1532401503633435,5914d9b538ea44b9af49ab70cef66eee,c117fc44c41a4589ab3ddb2b611870f3,"[979.956, 551.599, 0.0]","[961.366, 528.737, 0.84]",29.479,9.2,21.79,0,0,0,0,19.59,33.024,24.08,-3.5450000000000017,-2.289999999999999,36.849000000000004,26.16,-7.3700000000000045,-4.370000000000001,40.898,28.05,-11.419000000000004,-6.260000000000002,45.191,29.73,-15.712000000000003,-7.940000000000001,48.667,30.9,-19.188000000000002,-9.11
6206,scene-0041,1532401503547474,1532401504133346,5914d9b538ea44b9af49ab70cef66eee,b7013092782349c3a72ba086259f8ac3,"[977.724, 549.19, 0.0]","[961.382, 528.766, 0.843]",26.171,7.0,19.59,0,0,0,0,17.45,29.479,21.79,-3.308,-2.1999999999999993,33.024,24.08,-6.8530000000000015,-4.489999999999998,36.849000000000004,26.16,-10.678000000000004,-6.57,40.898,28.05,-14.727000000000004,-8.46,45.191,29.73,-19.020000000000003,-10.14
6212,scene-0041,1532401504047924,1532401504632947,5914d9b538ea44b9af49ab70cef66eee,2bfdde0b69ab4187a9d1a127d59bf9ad,"[975.755, 546.991, 0.0]","[961.399, 528.794, 0.846]",23.193,8.4,17.45,0,0,0,0,15.1,26.171,19.59,-2.977999999999998,-2.1400000000000006,29.479,21.79,-6.285999999999998,-4.34,33.024,24.08,-9.831,-6.629999999999999,36.849000000000004,26.16,-13.656000000000002,-8.71,40.898,28.05,-17.705000000000002,-10.600000000000001
6218,scene-0041,1532401504548339,1532401505133431,5914d9b538ea44b9af49ab70cef66eee,bd8e0032af5b4220ac6293f30818493c,"[974.02, 545.027, 0.0]","[961.416, 528.823, 0.848]",20.546999999999997,8.7,15.1,0,0,0,0,12.92,23.193,17.45,-2.6460000000000043,-2.3499999999999996,26.171,19.59,-5.624000000000002,-4.49,29.479,21.79,-8.932000000000002,-6.6899999999999995,33.024,24.08,-12.477000000000004,-8.979999999999999,36.849000000000004,26.16,-16.302000000000007,-11.06
6224,scene-0041,1532401505048207,1532401505633868,5914d9b538ea44b9af49ab70cef66eee,e36b842e400441469e77415f387cfa2e,"[972.539, 543.311, 0.0]","[961.433, 528.851, 0.851]",18.252,8.7,12.92,0,0,0,0,10.88,20.546999999999997,15.1,-2.294999999999998,-2.1799999999999997,23.193,17.45,-4.9410000000000025,-4.529999999999999,26.171,19.59,-7.9190000000000005,-6.67,29.479,21.79,-11.227,-8.87,33.024,24.08,-14.772000000000002,-11.159999999999998
6237,scene-0041,1532401505548069,1532401506132880,5914d9b538ea44b9af49ab70cef66eee,a3b00fd5cb2e437288cf9d5a5bc42f29,"[971.252, 541.821, 0.0]","[961.406, 528.854, 0.855]",16.304000000000002,8.8,10.88,0,0,0,4,9.04,18.252,12.92,-1.9479999999999968,-2.039999999999999,20.546999999999997,15.1,-4.242999999999995,-4.219999999999999,23.193,17.45,-6.888999999999999,-6.5699999999999985,26.171,19.59,-9.866999999999997,-8.709999999999999,29.479,21.79,-13.174999999999997,-10.909999999999998
6241,scene-0041,1532401506047956,1532401506633106,5914d9b538ea44b9af49ab70cef66eee,75beeb0796404829a640b3a34ddf79a0,"[970.15, 540.524, 0.0]","[961.379, 528.856, 0.858]",14.622,10.0,9.04,0,4,0,6,7.17,16.304000000000002,10.88,-1.6820000000000022,-1.8400000000000016,18.252,12.92,-3.629999999999999,-3.880000000000001,20.546999999999997,15.1,-5.924999999999997,-6.0600000000000005,23.193,17.45,-8.571000000000002,-8.41,26.171,19.59,-11.549,-10.55
6247,scene-0041,1532401506548376,1532401507133736,5914d9b538ea44b9af49ab70cef66eee,844b96e12b024a3785b387e1cacee0ed,"[969.268, 539.467, 0.0]","[961.352, 528.859, 0.862]",13.264000000000001,1.9,7.17,0,6,0,7,5.54,14.622,9.04,-1.3579999999999988,-1.8699999999999992,16.304000000000002,10.88,-3.040000000000001,-3.710000000000001,18.252,12.92,-4.987999999999998,-5.75,20.546999999999997,15.1,-7.282999999999996,-7.93,23.193,17.45,-9.929,-10.28
6253,scene-0041,1532401507048824,1532401507634106,5914d9b538ea44b9af49ab70cef66eee,00f4f521f51b4cba8263eb030580fe17,"[968.546, 538.6, 0.0]","[961.325, 528.862, 0.866]",12.154000000000002,3.9,5.54,0,7,0,6,4.08,13.264000000000001,7.17,-1.1099999999999994,-1.63,14.622,9.04,-2.467999999999998,-3.499999999999999,16.304000000000002,10.88,-4.15,-5.340000000000001,18.252,12.92,-6.097999999999997,-7.38,20.546999999999997,15.1,-8.392999999999995,-9.559999999999999
6265,scene-0041,1532401507448620,1532401508132418,5914d9b538ea44b9af49ab70cef66eee,341b6c6c0fa8496eb36cecd9128598ae,"[968.083, 538.032, 0.0]","[961.299, 528.864, 0.87]",11.437999999999999,3.9,4.08,0,6,0,6,2.75,12.154000000000002,5.54,-0.7160000000000029,-1.46,13.264000000000001,7.17,-1.8260000000000023,-3.09,14.622,9.04,-3.184000000000001,-4.959999999999999,16.304000000000002,10.88,-4.866000000000003,-6.800000000000001,18.252,12.92,-6.814,-8.84
6272,scene-0041,1532401507949062,1532401508633871,5914d9b538ea44b9af49ab70cef66eee,31bb98c8529640e493320ba1ecd64a34,"[967.625, 537.462, 0.0]","[961.29, 528.826, 0.866]",10.745,2.6,2.75,0,6,0,6,1.53,11.437999999999999,4.08,-0.6929999999999996,-1.33,12.154000000000002,5.54,-1.4090000000000025,-2.79,13.264000000000001,7.17,-2.519000000000002,-4.42,14.622,9.04,-3.8770000000000007,-6.289999999999999,16.304000000000002,10.88,-5.559000000000003,-8.13
6273,scene-0041,1532401508448897,1532401509133321,5914d9b538ea44b9af49ab70cef66eee,2796a8c225d741f0882edf42350fe094,"[967.304, 537.066, 0.0]","[961.281, 528.787, 0.862]",10.275,2.6,1.53,0,6,0,6,0.0,10.745,2.75,-0.46999999999999886,-1.22,11.437999999999999,4.08,-1.1629999999999985,-2.55,12.154000000000002,5.54,-1.8790000000000013,-4.01,13.264000000000001,7.17,-2.9890000000000008,-5.64,14.622,9.04,-4.3469999999999995,-7.509999999999999
6282,scene-0041,1532401508948235,1532401509634533,5914d9b538ea44b9af49ab70cef66eee,58b41dd5ded041cba8033e736873532b,"[967.09, 536.8, 0.0]","[961.272, 528.749, 0.859]",9.971,2.7,0.0,0,6,0,6,0.0,10.275,1.53,-0.30400000000000027,-1.53,10.745,2.75,-0.7739999999999991,-2.75,11.437999999999999,4.08,-1.4669999999999987,-4.08,12.154000000000002,5.54,-2.1830000000000016,-5.54,13.264000000000001,7.17,-3.293000000000001,-7.17
6285,scene-0041,1532401509447576,1532401509634533,5914d9b538ea44b9af49ab70cef66eee,6e9aac16360d49a9942580b8e32a40b8,"[966.981, 536.663, 0.0]","[961.263, 528.711, 0.855]",9.832,2.7,0.0,0,6,0,6,0.0,9.971,0.0,-0.13899999999999935,0.0,10.275,1.53,-0.4429999999999996,-1.53,10.745,2.75,-0.9129999999999985,-2.75,11.437999999999999,4.08,-1.605999999999998,-4.08,12.154000000000002,5.54,-2.322000000000001,-5.54
9338,scene-0061,1532402930152601,1532402930627445,c1958768d48640948f6053d04cffd35b,4a8dd530b1144dd1b8217dbe74b60e63,"[404.278, 1161.05, 0.0]","[396.794, 1132.149, 0.738]",29.863000000000003,3.6,26.25,0,0,0,0,25.35,31.421,27.07,-1.5579999999999963,-0.8200000000000003,33.171,28.09,-3.3079999999999963,-1.8399999999999999,34.983000000000004,29.45,-5.120000000000001,-3.1999999999999993,37.141999999999996,30.73,-7.278999999999993,-4.48,39.038000000000004,31.44,-9.175,-5.190000000000001
9360,scene-0061,1532402930648325,1532402931127168,c1958768d48640948f6053d04cffd35b,92a23fb25b98444e93afd004ca31cca2,"[403.115, 1157.518, 0.0]","[396.625, 1130.226, 0.763]",28.063000000000002,4.0,25.35,0,0,0,0,24.51,29.863000000000003,26.25,-1.8000000000000007,-0.8999999999999986,31.421,27.07,-3.357999999999997,-1.7199999999999989,33.171,28.09,-5.107999999999997,-2.7399999999999984,34.983000000000004,29.45,-6.920000000000002,-4.099999999999998,37.141999999999996,30.73,-9.078999999999994,-5.379999999999999
9377,scene-0061,1532402931198511,1532402931627135,c1958768d48640948f6053d04cffd35b,5e5e0db2bcf642d680865d7c88a62f76,"[401.882, 1153.723, 0.0]","[396.575, 1128.037, 0.788]",26.24,4.7,24.51,0,0,0,0,23.58,28.063000000000002,25.35,-1.823000000000004,-0.8399999999999999,29.863000000000003,26.25,-3.6230000000000047,-1.7399999999999984,31.421,27.07,-5.181000000000001,-2.5599999999999987,33.171,28.09,-6.931000000000001,-3.5799999999999983,34.983000000000004,29.45,-8.743000000000006,-4.939999999999998
9391,scene-0061,1532402931697833,1532402932127384,c1958768d48640948f6053d04cffd35b,49e7210442be48f495c50e38a50abdbf,"[400.841, 1150.404, 0.0]","[396.706, 1126.176, 0.822]",24.592,6.5,23.58,0,0,0,0,22.69,26.24,24.51,-1.6479999999999997,-0.9300000000000033,28.063000000000002,25.35,-3.4710000000000036,-1.7700000000000031,29.863000000000003,26.25,-5.271000000000004,-2.6700000000000017,31.421,27.07,-6.829000000000001,-3.490000000000002,33.171,28.09,-8.579,-4.510000000000002
9398,scene-0061,1532402932197715,1532402932626799,c1958768d48640948f6053d04cffd35b,bb4c6ddbf99a4f1c930d01efd0bbfcd3,"[399.844, 1147.174, 0.0]","[396.978, 1124.331, 0.855]",23.037,12.6,22.69,0,0,0,0,21.89,24.592,23.58,-1.5549999999999997,-0.889999999999997,26.24,24.51,-3.2029999999999994,-1.8200000000000003,28.063000000000002,25.35,-5.026000000000003,-2.66,29.863000000000003,26.25,-6.826000000000004,-3.5599999999999987,31.421,27.07,-8.384,-4.379999999999999
9408,scene-0061,1532402932647284,1532402933127327,c1958768d48640948f6053d04cffd35b,8d72d40ef47c4210ac6d4381187fb84d,"[399.02, 1144.399, 0.0]","[397.341, 1122.8, 0.888]",21.682,23.8,21.89,0,0,0,0,21.2,23.037,22.69,-1.3550000000000004,-0.8000000000000007,24.592,23.58,-2.91,-1.6899999999999977,26.24,24.51,-4.558,-2.620000000000001,28.063000000000002,25.35,-6.381000000000004,-3.460000000000001,29.863000000000003,26.25,-8.181000000000004,-4.359999999999999
9422,scene-0061,1532402933146604,1532402933627160,c1958768d48640948f6053d04cffd35b,fb5169ad9daa4d1086ec59d6cf5ed4b0,"[398.167, 1141.37, 0.0]","[397.846, 1121.112, 0.922]",20.282,34.4,21.2,0,0,0,0,20.25,21.682,21.89,-1.3999999999999986,-0.6900000000000013,23.037,22.69,-2.754999999999999,-1.490000000000002,24.592,23.58,-4.309999999999999,-2.379999999999999,26.24,24.51,-5.957999999999998,-3.3100000000000023,28.063000000000002,25.35,-7.781000000000002,-4.150000000000002
9434,scene-0061,1532402933646462,1532402934126855,c1958768d48640948f6053d04cffd35b,88520cc88ba144e68d63de11fbc12d0a,"[397.448, 1138.47, 0.0]","[398.453, 1119.579, 0.955]",18.942,45.8,20.25,0,0,0,0,19.34,20.282,21.2,-1.3399999999999999,-0.9499999999999993,21.682,21.89,-2.7399999999999984,-1.6400000000000006,23.037,22.69,-4.094999999999999,-2.4400000000000013,24.592,23.58,-5.649999999999999,-3.3299999999999983,26.24,24.51,-7.297999999999998,-4.260000000000002
9445,scene-0061,1532402934146351,1532402934627536,c1958768d48640948f6053d04cffd35b,d42112ee919b4f4d905d6206e3de9a73,"[396.884, 1135.656, 0.0]","[399.156, 1118.16, 0.988]",17.671,69.8,19.34,0,0,0,0,18.33,18.942,20.25,-1.2710000000000008,-0.9100000000000001,20.282,21.2,-2.6110000000000007,-1.8599999999999994,21.682,21.89,-4.010999999999999,-2.5500000000000007,23.037,22.69,-5.366,-3.3500000000000014,24.592,23.58,-6.920999999999999,-4.239999999999998
9458,scene-0061,1532402934696555,1532402935127340,c1958768d48640948f6053d04cffd35b,083c23464b7d4f2682d1b0c33996af5f,"[396.444, 1132.627, 0.0]","[400.204, 1116.512, 1.038]",16.58,87.6,18.33,0,0,0,0,17.47,17.671,19.34,-1.091000000000001,-1.0100000000000016,18.942,20.25,-2.362000000000002,-1.9200000000000017,20.282,21.2,-3.7020000000000017,-2.870000000000001,21.682,21.89,-5.102,-3.5600000000000023,23.037,22.69,-6.457000000000001,-4.360000000000003
9471,scene-0061,1532402935197541,1532402935627675,c1958768d48640948f6053d04cffd35b,f0d891697c4e408bbe5037b94486a7be,"[396.287, 1130.055, 0.0]","[401.36, 1115.102, 1.088]",15.827,90.8,17.47,0,0,0,0,16.58,16.58,18.33,-0.7529999999999983,-0.8599999999999994,17.671,19.34,-1.8439999999999994,-1.870000000000001,18.942,20.25,-3.115,-2.780000000000001,20.282,21.2,-4.455,-3.7300000000000004,21.682,21.89,-5.854999999999999,-4.420000000000002
9474,scene-0061,1532402935697945,1532402936127003,c1958768d48640948f6053d04cffd35b,b51c154d31f74655b9c680a9341041b2,"[396.372, 1127.576, 0.0]","[402.713, 1113.793, 1.138]",15.214,98.9,16.58,0,0,48,0,15.71,15.827,17.47,-0.6129999999999995,-0.8900000000000006,16.58,18.33,-1.3659999999999979,-1.75,17.671,19.34,-2.456999999999999,-2.7600000000000016,18.942,20.25,-3.7279999999999998,-3.6700000000000017,20.282,21.2,-5.068,-4.620000000000001
9485,scene-0061,1532402936198962,1532402936627017,c1958768d48640948f6053d04cffd35b,3715bc2122d34f61aa03030f91ec1894,"[396.682, 1125.256, 0.0]","[404.193, 1112.686, 1.101]",14.685,102.0,15.71,48,0,79,0,15.55,15.214,16.58,-0.5289999999999999,-0.8699999999999974,15.827,17.47,-1.1419999999999995,-1.759999999999998,16.58,18.33,-1.8949999999999978,-2.6199999999999974,17.671,19.34,-2.985999999999999,-3.629999999999999,18.942,20.25,-4.257,-4.539999999999999
9495,scene-0061,1532402936699359,1532402937127649,c1958768d48640948f6053d04cffd35b,1d4287f8400a4edb9482bfb47da8ac9f,"[397.185, 1123.06, 0.0]","[405.71, 1111.637, 1.063]",14.293,112.7,15.55,79,0,0,0,15.92,14.685,15.71,-0.39200000000000124,-0.16000000000000014,15.214,16.58,-0.9210000000000012,-1.0299999999999976,15.827,17.47,-1.5340000000000007,-1.9199999999999982,16.58,18.33,-2.286999999999999,-2.7799999999999976,17.671,19.34,-3.378,-3.789999999999999
9496,scene-0061,1532402937198682,1532402937627089,c1958768d48640948f6053d04cffd35b,523673d1e7e1442db94de37e8e545971,"[397.861, 1121.077, 0.0]","[407.197, 1110.809, 1.026]",13.915999999999999,117.1,15.92,0,0,0,0,15.79,14.293,15.55,-0.37700000000000067,0.3699999999999992,14.685,15.71,-0.7690000000000019,0.20999999999999908,15.214,16.58,-1.2980000000000018,-0.6599999999999984,15.827,17.47,-1.9110000000000014,-1.549999999999999,16.58,18.33,-2.6639999999999997,-2.4099999999999984
9503,scene-0061,1532402937698000,1532402938127018,c1958768d48640948f6053d04cffd35b,53467d68e9a34a6cb3c91068000b6e08,"[398.76, 1119.128, 0.0]","[408.562, 1110.104, 0.988]",13.36,117.1,15.79,0,0,0,0,15.39,13.915999999999999,15.92,-0.5559999999999992,-0.13000000000000078,14.293,15.55,-0.9329999999999998,0.23999999999999844,14.685,15.71,-1.325000000000001,0.0799999999999983,15.214,16.58,-1.854000000000001,-0.7899999999999991,15.827,17.47,-2.4670000000000005,-1.6799999999999997
9511,scene-0061,1532402938197897,1532402938627564,c1958768d48640948f6053d04cffd35b,0f2efdc2c7ab463e93825dbf849dbcdb,"[399.908, 1117.209, 0.0]","[409.897, 1109.434, 0.988]",12.697000000000001,114.9,15.39,0,0,0,0,14.86,13.36,15.79,-0.6629999999999985,-0.3999999999999986,13.915999999999999,15.92,-1.2189999999999976,-0.5299999999999994,14.293,15.55,-1.5959999999999983,-0.16000000000000014,14.685,15.71,-1.9879999999999995,-0.3200000000000003,15.214,16.58,-2.5169999999999995,-1.1899999999999977
9518,scene-0061,1532402938647444,1532402939128381,c1958768d48640948f6053d04cffd35b,2bff484f662f4a438751c5daac0f4d5e,"[401.065, 1115.678, 0.0]","[411.035, 1108.881, 0.988]",12.107000000000001,105.6,14.86,0,0,0,1,14.07,12.697000000000001,15.39,-0.5899999999999999,-0.5300000000000011,13.36,15.79,-1.2529999999999983,-0.9299999999999997,13.915999999999999,15.92,-1.8089999999999975,-1.0600000000000005,14.293,15.55,-2.185999999999998,-0.6900000000000013,14.685,15.71,-2.5779999999999994,-0.8500000000000014
9520,scene-0061,1532402939147334,1532402939627276,c1958768d48640948f6053d04cffd35b,d68b784ebd124073b23767a09e643926,"[402.474, 1114.149, 0.0]","[412.296, 1108.324, 0.988]",11.462,102.4,14.07,0,1,0,0,11.41,12.107000000000001,14.86,-0.6450000000000014,-0.7899999999999991,12.697000000000001,15.39,-1.2350000000000012,-1.3200000000000003,13.36,15.79,-1.8979999999999997,-1.7199999999999989,13.915999999999999,15.92,-2.453999999999999,-1.8499999999999996,14.293,15.55,-2.8309999999999995,-1.4800000000000004
9527,scene-0061,1532402939697511,1532402940627263,c1958768d48640948f6053d04cffd35b,0b875cbe5c924238a3a54f80846b8110,"[404.114, 1112.676, 0.0]","[413.638, 1107.792, 0.988]",10.749,74.6,11.41,0,0,0,0,10.63,11.462,14.07,-0.7129999999999992,-2.66,12.107000000000001,14.86,-1.3580000000000005,-3.4499999999999993,12.697000000000001,15.39,-1.9480000000000004,-3.9800000000000004,13.36,15.79,-2.610999999999999,-4.379999999999999,13.915999999999999,15.92,-3.166999999999998,-4.51
9530,scene-0061,1532402940197958,1532402941126977,c1958768d48640948f6053d04cffd35b,3b98da648ec54580a4e6aff7c1aa750d,"[405.594, 1111.559, 0.0]","[414.858, 1107.239, 0.988]",10.269,67.9,10.63,0,0,0,0,9.88,10.749,11.41,-0.4800000000000004,-0.7799999999999994,11.462,14.07,-1.1929999999999996,-3.4399999999999995,12.107000000000001,14.86,-1.838000000000001,-4.229999999999999,12.697000000000001,15.39,-2.428000000000001,-4.76,13.36,15.79,-3.0909999999999993,-5.159999999999998
9535,scene-0061,1532402940797343,1532402941626849,c1958768d48640948f6053d04cffd35b,7a10260537024347b87c8b499ea88a15,"[407.235, 1110.495, 0.0]","[416.431, 1106.546, 0.988]",10.056000000000001,51.4,9.88,0,0,0,0,9.23,10.269,10.63,-0.2129999999999992,-0.75,10.749,11.41,-0.6929999999999996,-1.5299999999999994,11.462,14.07,-1.4059999999999988,-4.1899999999999995,12.107000000000001,14.86,-2.051,-4.979999999999999,12.697000000000001,15.39,-2.641,-5.51
9537,scene-0061,1532402941297218,1532402942126884,c1958768d48640948f6053d04cffd35b,cfe1457a99e4465f8e6b683a4688e813,"[408.529, 1109.754, 0.0]","[417.777, 1105.942, 0.988]",10.051,21.7,9.23,0,0,0,0,8.77,10.056000000000001,9.88,-0.005000000000000782,-0.6500000000000004,10.269,10.63,-0.21799999999999997,-1.4000000000000004,10.749,11.41,-0.6980000000000004,-2.1799999999999997,11.462,14.07,-1.4109999999999996,-4.84,12.107000000000001,14.86,-2.056000000000001,-5.629999999999999
9542,scene-0061,1532402941797653,1532402942626612,c1958768d48640948f6053d04cffd35b,cdfd8e85d17942f8820c2f234239b874,"[409.736, 1109.123, 0.0]","[419.123, 1105.339, 0.988]",10.169,9.9,8.77,0,0,0,0,8.49,10.051,9.23,0.11800000000000033,-0.46000000000000085,10.056000000000001,9.88,0.11299999999999955,-1.1100000000000012,10.269,10.63,-0.09999999999999964,-1.8600000000000012,10.749,11.41,-0.5800000000000001,-2.6400000000000006,11.462,14.07,-1.2929999999999993,-5.300000000000001
9548,scene-0061,1532402942197463,1532402943127326,c1958768d48640948f6053d04cffd35b,8633be668e3445b19f26465ff6bdf5a4,"[410.665, 1108.672, 0.0]","[420.201, 1104.947, 0.988]",10.285,2.4,8.49,0,0,0,0,8.21,10.169,8.77,0.11599999999999966,-0.27999999999999936,10.051,9.23,0.23399999999999999,-0.7400000000000002,10.056000000000001,9.88,0.2289999999999992,-1.3900000000000006,10.269,10.63,0.016000000000000014,-2.1400000000000006,10.749,11.41,-0.4640000000000004,-2.92
9551,scene-0061,1532402942697870,1532402943627546,c1958768d48640948f6053d04cffd35b,97a12a3973934204bc927bf2c6328e16,"[411.779, 1108.142, 0.0]","[421.476, 1104.531, 0.988]",10.394,1.9,8.21,0,0,0,0,8.21,10.285,8.49,0.10899999999999999,-0.27999999999999936,10.169,8.77,0.22499999999999964,-0.5599999999999987,10.051,9.23,0.34299999999999997,-1.0199999999999996,10.056000000000001,9.88,0.3379999999999992,-1.67,10.269,10.63,0.125,-2.42
9553,scene-0061,1532402943197769,1532402944127527,c1958768d48640948f6053d04cffd35b,c2721bb7f86f48e58800f40a3b5ad613,"[412.849, 1107.64, 0.0]","[422.729, 1104.393, 0.988]",10.447000000000001,5.6,8.21,0,0,0,0,8.29,10.394,8.21,0.053000000000000824,0.0,10.285,8.49,0.1620000000000008,-0.27999999999999936,10.169,8.77,0.27800000000000047,-0.5599999999999987,10.051,9.23,0.3960000000000008,-1.0199999999999996,10.056000000000001,9.88,0.391,-1.67
9559,scene-0061,1532402943697655,1532402944627353,c1958768d48640948f6053d04cffd35b,dfcd70bb4efa4ae29a99cf19d3d0cfa0,"[413.902, 1107.148, 0.0]","[423.942, 1104.199, 0.972]",10.509,29.1,8.29,0,0,0,0,8.3,10.447000000000001,8.21,0.06199999999999939,0.0799999999999983,10.394,8.21,0.11500000000000021,0.0799999999999983,10.285,8.49,0.2240000000000002,-0.20000000000000107,10.169,8.77,0.33999999999999986,-0.4800000000000004,10.051,9.23,0.4580000000000002,-0.9400000000000013
9561,scene-0061,1532402944198088,1532402945126725,c1958768d48640948f6053d04cffd35b,4e9a65ceca9a4533aed3cfd6ff8eba08,"[414.964, 1106.652, 0.0]","[425.177, 1104.334, 0.955]",10.515999999999998,79.3,8.3,0,0,0,0,8.39,10.509,8.29,0.006999999999997897,0.010000000000001563,10.447000000000001,8.21,0.06899999999999729,0.08999999999999986,10.394,8.21,0.12199999999999811,0.08999999999999986,10.285,8.49,0.2309999999999981,-0.1899999999999995,10.169,8.77,0.34699999999999775,-0.46999999999999886
