,scene,timestamp,utime,inst_token,ann_token,distance,throttle,ego_speed,brake,future_throttle,future_brake
0,scene-0061,1532402927647951,1532402928127800,vehicle_info,ca9a282c9e77460f8360f564131a8af5,-1.0,0,31.44,0,0,0
1,scene-0061,1532402927647951,1532402928127800,a60047adc78a4b6895702e86b6d2fe88,b7cbc6d0e80e4dfda7164871ece6cb71,47.211,0,31.44,0,0,0
2,scene-0061,1532402927647951,1532402928127800,e3c5b72c12c34c85aac247734ad83bef,91cb8f15ed4444e99470d43515e50c1d,72.006,0,31.44,0,0,0
3,scene-0061,1532402927647951,1532402928127800,42641eb6adcb4f8f8def8ef129d9e843,a6f7d4bb60374f868144c5ba4431bf4c,72.259,0,31.44,0,0,0
4,scene-0061,1532402927647951,1532402928127800,85246a44cc6340509e3882e2ff088391,cda0a9085607438c9b1ea87f4360dd64,41.419,0,31.44,0,0,0
5,scene-0061,1532402927647951,1532402928127800,c1958768d48640948f6053d04cffd35b,49f76277d07541c5a584aa14c9d28754,39.038,0,31.44,0,0,0
6,scene-0061,1532402927647951,1532402928127800,56a71c208ac6472f90b6a82529a6ce61,74986f1604f047b6925d409915265bf7,79.101,0,31.44,0,0,0
7,scene-0061,1532402927647951,1532402928127800,e91afa15647c4c4994f19aeb302c7179,83d881a6b3d94ef3a3bc3b585cc514f8,16.921,0,31.44,0,0,0
8,scene-0061,1532402927647951,1532402928127800,bc38961ca0ac4b14ab90e547ba79fbb6,16140fbf143d4e26a4a7613cbd3aa0e8,36.45,0,31.44,0,0,0
9,scene-0061,1532402927647951,1532402928127800,f4b2632a2f9947da9f7959a3bd0e322c,36d52dfedd764b27863375543c965376,64.502,0,31.44,0,0,0
10,scene-0061,1532402927647951,1532402928127800,bd26c2cdb22d4bb1834e808c89128898,924ee6ac1fed440a9d9e3720aac635a0,75.256,0,31.44,0,0,0
11,scene-0061,1532402927647951,1532402928127800,4080c30aa7104d91ad005a50b18f6108,26fb370c13f844de9d1830f6176ebab6,81.25,0,31.44,0,0,0
12,scene-0061,1532402928147847,1532402928127800,4005437c730645c2b628dc1da999e06a,efd7920348664b34a0b213698e480e21,76.3,0,31.44,0,0,0
13,scene-0061,1532402928147847,1532402928627159,4080c30aa7104d91ad005a50b18f6108,4fb160492de64e00b76f4e316c19cb1c,77.351,0,30.73,0,0,0
14,scene-0061,1532402928147847,1532402928627159,f4b2632a2f9947da9f7959a3bd0e322c,86214ec54d034a839ee1f400719d49b2,60.208,0,30.73,0,0,0
15,scene-0061,1532402928147847,1532402928627159,e91afa15647c4c4994f19aeb302c7179,f3721bdfd7ee4fd2a4f94874286df471,12.7,0,30.73,0,0,0
16,scene-0061,1532402928147847,1532402928627159,bd26c2cdb22d4bb1834e808c89128898,f0cbd9dbafd74e20bcf6dd0357c97f59,71.389,0,30.73,0,0,0
17,scene-0061,1532402928147847,1532402928627159,56a71c208ac6472f90b6a82529a6ce61,7e077a909fda478caedde939b6114202,74.637,0,30.73,0,0,0
18,scene-0061,1532402928147847,1532402928627159,a60047adc78a4b6895702e86b6d2fe88,bc6607bc76414e45bbfd3c4d7e0f9b75,44.379,0,30.73,0,0,0
19,scene-0061,1532402928147847,1532402928127800,86ed8530809d4b1b8fbc53808f599339,c5774936c46742ce9ef427016bc3ac6e,73.58,0,31.44,0,0,0
20,scene-0061,1532402928147847,1532402928627159,c1958768d48640948f6053d04cffd35b,ae589a5a2bdb4813ae8021cd51b7e6eb,37.142,0,30.73,0,0,0
21,scene-0061,1532402928147847,1532402928627159,85246a44cc6340509e3882e2ff088391,148b3b0a63434e8d8dd0c2b56dcc4fa5,42.565,0,30.73,0,0,0
22,scene-0061,1532402928147847,1532402928627159,bc38961ca0ac4b14ab90e547ba79fbb6,a286c9633fa34da5b978758f348996b0,32.877,0,30.73,0,0,0
23,scene-0061,1532402928147847,1532402928627159,42641eb6adcb4f8f8def8ef129d9e843,6bd43869a39842d5860364b5274d011f,68.175,0,30.73,0,0,0
24,scene-0061,1532402928147847,1532402928627159,vehicle_info,39586f9d59004284a7114a68825e8eec,-1.0,0,30.73,0,0,0
25,scene-0061,1532402928147847,1532402928627159,e3c5b72c12c34c85aac247734ad83bef,787ce4c9d8e840d399c390e259fa62d4,67.589,0,30.73,0,0,0
26,scene-0061,1532402928698048,1532402929127810,c1958768d48640948f6053d04cffd35b,e7a2133afb9c4c9b834225cc959d475a,34.983,0,29.45,0,0,0
27,scene-0061,1532402928698048,1532402929127810,vehicle_info,356d81f38dd9473ba590f39e266f54e5,-1.0,0,29.45,0,0,0
28,scene-0061,1532402928698048,1532402929127810,e91afa15647c4c4994f19aeb302c7179,3b1c9f82380a4ecdaf43febdfdbcc0a8,8.461,0,29.45,0,0,0
29,scene-0061,1532402928698048,1532402928627159,4005437c730645c2b628dc1da999e06a,46f5d38808724d6d99f8e1d38e416eb1,75.479,0,30.73,0,0,0
30,scene-0061,1532402928698048,1532402929127810,f4b2632a2f9947da9f7959a3bd0e322c,d48d02b79fa3450c84803e29acd9ad04,55.654,0,29.45,0,0,0
31,scene-0061,1532402928698048,1532402929127810,56a71c208ac6472f90b6a82529a6ce61,b6fe223733fd4f0a8729a4b723a34693,69.854,0,29.45,0,0,0
32,scene-0061,1532402928698048,1532402929127810,42641eb6adcb4f8f8def8ef129d9e843,d5e36e39ff0b4426af8bc9e3e3464057,63.906,0,29.45,0,0,0
33,scene-0061,1532402928698048,1532402928627159,86ed8530809d4b1b8fbc53808f599339,4be63266852547f8a9c590f7a9641ed4,69.172,0,30.73,0,0,0
34,scene-0061,1532402928698048,1532402929127810,bc38961ca0ac4b14ab90e547ba79fbb6,b41e15b89fd44709b439de95dd723617,28.407,0,29.45,0,0,0
35,scene-0061,1532402928698048,1532402929127810,a60047adc78a4b6895702e86b6d2fe88,5fad75a2e7384dc7bb8a51e86c619db8,41.735,0,29.45,0,0,0
36,scene-0061,1532402928698048,1532402928627159,4b77b9d062f547a5a3cfe21ac661ea9a,3d79d7c4d2734de09299dd8abeab0ad3,75.892,0,30.73,0,0,0
37,scene-0061,1532402928698048,1532402929127810,85246a44cc6340509e3882e2ff088391,7b44cbfc82394b45854ee0cd5289d374,43.981,0,29.45,0,0,0
38,scene-0061,1532402928698048,1532402929127810,4080c30aa7104d91ad005a50b18f6108,1f93e64f85dd475d9e74ea3b2fa4f8a1,73.258,0,29.45,0,0,0
39,scene-0061,1532402928698048,1532402929127810,e3c5b72c12c34c85aac247734ad83bef,47d5be98501a4378ae19c808a04360e6,62.862,0,29.45,0,0,0
40,scene-0061,1532402929197353,1532402929627057,bc38961ca0ac4b14ab90e547ba79fbb6,b2b43ef63f5242b2a4c0b794e673782d,25.274,0,28.09,0,0,0
41,scene-0061,1532402929197353,1532402929627057,e3c5b72c12c34c85aac247734ad83bef,23ef33c983714a9d9314df3000df27d5,58.765,0,28.09,0,0,0
42,scene-0061,1532402929197353,1532402929627057,85246a44cc6340509e3882e2ff088391,ee717901b80c43faa03e00caf99d8306,45.246,0,28.09,0,0,0
43,scene-0061,1532402929197353,1532402929627057,vehicle_info,e0845f5322254dafadbbed75aaa07969,-1.0,0,28.09,0,0,0
44,scene-0061,1532402929197353,1532402929627057,c1958768d48640948f6053d04cffd35b,5a390e5c3f6249bb9f99c9be52614dd2,33.171,0,28.09,0,0,0
45,scene-0061,1532402929197353,1532402929627057,42641eb6adcb4f8f8def8ef129d9e843,7681a73a8ac94bf88a230e1f5d45852c,60.296,0,28.09,0,0,0
46,scene-0061,1532402929197353,1532402929627057,56a71c208ac6472f90b6a82529a6ce61,1b0a0447901a454dbe74d3d1579b7715,65.706,0,28.09,0,0,0
47,scene-0061,1532402929197353,1532402929627057,a60047adc78a4b6895702e86b6d2fe88,0b3c7da333e1495180a5a1579cd82ff6,39.821,0,28.09,0,0,0
48,scene-0061,1532402929197353,1532402929127810,61dd7d03d7ad466d89f901ed64e2c0dd,04b0d9bec8c04b19abbe76dc0c67a7ab,67.991,0,29.45,0,0,0
49,scene-0061,1532402929197353,1532402929127810,4b77b9d062f547a5a3cfe21ac661ea9a,9a55731d5f044d8d82dea7bcc9a72036,71.853,0,29.45,0,0,0
50,scene-0061,1532402929197353,1532402929627057,f4b2632a2f9947da9f7959a3bd0e322c,ac4423fb0f584cfbb95739e1e4982b0e,51.788,0,28.09,0,0,0
51,scene-0061,1532402929197353,1532402929127810,4005437c730645c2b628dc1da999e06a,61d5835a5b6f4aebbfef94e76221b9fe,75.302,0,29.45,0,0,0
52,scene-0061,1532402929197353,1532402929127810,291e6cccbc254f2ab4eadfe98331dfec,9011c733d2f44658a515c2e01a71bc44,76.308,0,29.45,0,0,0
53,scene-0061,1532402929197353,1532402929127810,86ed8530809d4b1b8fbc53808f599339,b561cd0c41c24ec48814725af0657d58,65.42,0,29.45,0,0,0
54,scene-0061,1532402929197353,1532402929127810,fdd3fe14d1c044b9a9f6c24383c6207c,a351185336694047a16728436ed3dcbc,51.323,0,29.45,0,0,0
55,scene-0061,1532402929697797,1532402929627057,fdd3fe14d1c044b9a9f6c24383c6207c,22e4e18ad4d14842a467ed4023b858a4,47.558,0,28.09,0,0,0
56,scene-0061,1532402929697797,1532402930127656,vehicle_info,c923fe08b2ff4e27975d2bf30934383b,-1.0,0,27.07,0,0,0
57,scene-0061,1532402929697797,1532402929627057,4b77b9d062f547a5a3cfe21ac661ea9a,575710ff87e9453a82e28e02bc84aca1,67.916,0,28.09,0,0,0
58,scene-0061,1532402929697797,1532402930127656,56a71c208ac6472f90b6a82529a6ce61,70082ffe3f8743e2a6dfff61677319a1,61.655,0,27.07,0,0,0
59,scene-0061,1532402929697797,1532402930127656,42641eb6adcb4f8f8def8ef129d9e843,cf5412365c35413a95c8112372381fee,56.857,0,27.07,0,0,0
60,scene-0061,1532402929697797,1532402929627057,4005437c730645c2b628dc1da999e06a,f96aa5c387664852b2683799843017bf,75.227,0,28.09,0,0,0
61,scene-0061,1532402929697797,1532402930127656,c1958768d48640948f6053d04cffd35b,0e5ab4ede0ad4cafaee8de500415e29a,31.421,0,27.07,0,0,0
62,scene-0061,1532402929697797,1532402929627057,61dd7d03d7ad466d89f901ed64e2c0dd,00c78bb0cbb645d29ea0c6a68684497d,64.05,0,28.09,0,0,0
63,scene-0061,1532402929697797,1532402930127656,e3c5b72c12c34c85aac247734ad83bef,4a95741aa973455bbe70c9440e2b0181,54.77,0,27.07,0,0,0
64,scene-0061,1532402929697797,1532402929627057,a0049f95375044b8987fbcca8fda1e2b,c620d21632554274905bd6bf66827166,65.212,0,28.09,0,0,0
65,scene-0061,1532402929697797,1532402930127656,a60047adc78a4b6895702e86b6d2fe88,c66a823efb414f88987fedc410ae65fe,38.06,0,27.07,0,0,0
66,scene-0061,1532402929697797,1532402930127656,bc38961ca0ac4b14ab90e547ba79fbb6,7bcf4bc87bf143588230254034eada12,22.708,0,27.07,0,0,0
67,scene-0061,1532402929697797,1532402930127656,f4b2632a2f9947da9f7959a3bd0e322c,0483e1c2b73f4a26bd8cfe974ba83c3e,48.074,0,27.07,0,0,0
68,scene-0061,1532402929697797,1532402929627057,291e6cccbc254f2ab4eadfe98331dfec,bbedc9aa023e4745b2cceaacb83ec998,72.564,0,28.09,0,0,0
69,scene-0061,1532402929697797,1532402929627057,86ed8530809d4b1b8fbc53808f599339,ba27d7821864411589ff033f12107d25,61.824,0,28.09,0,0,0
70,scene-0061,1532402930152601,1532402930127656,291e6cccbc254f2ab4eadfe98331dfec,1acd7b5ceade4bbebc109074a86ddc4f,69.386,0,27.07,0,0,0
71,scene-0061,1532402930152601,1532402930127656,61dd7d03d7ad466d89f901ed64e2c0dd,14210ffb949d46a9a9d985e124a6a171,60.688,0,27.07,0,0,0
72,scene-0061,1532402930152601,1532402930127656,4b77b9d062f547a5a3cfe21ac661ea9a,05992ab639b24b27a0abcc1dc99a5874,64.557,0,27.07,0,0,0
73,scene-0061,1532402930152601,1532402930627445,e3c5b72c12c34c85aac247734ad83bef,23aeaf47cbfd404fa618d5af1a737c43,51.357,0,26.25,0,0,0
74,scene-0061,1532402930152601,1532402930627445,a60047adc78a4b6895702e86b6d2fe88,2838f4e38f464983b0073cbfbc93588c,36.841,0,26.25,0,0,0
75,scene-0061,1532402930152601,1532402930127656,86ed8530809d4b1b8fbc53808f599339,3159e775819c4241b9821471aa3b9d8c,58.775,0,27.07,0,0,0
76,scene-0061,1532402930152601,1532402930627445,bc38961ca0ac4b14ab90e547ba79fbb6,247a25c59f914adabee9460bd8307196,21.25,0,26.25,0,0,0
77,scene-0061,1532402930152601,1532402930127656,4005437c730645c2b628dc1da999e06a,3305eccb3f8f4f6ea0f49e622630c67e,75.731,0,27.07,0,0,0
78,scene-0061,1532402930152601,1532402930627445,f4b2632a2f9947da9f7959a3bd0e322c,8a24e6271a27423e826abddffc7458d3,44.943,0,26.25,0,0,0
79,scene-0061,1532402930152601,1532402930627445,c1958768d48640948f6053d04cffd35b,4a8dd530b1144dd1b8217dbe74b60e63,29.863,0,26.25,0,0,0
80,scene-0061,1532402930152601,1532402930127656,a0049f95375044b8987fbcca8fda1e2b,224cd32c09964e19a51571fef917d5fe,61.756,0,27.07,0,0,0
81,scene-0061,1532402930152601,1532402930127656,fdd3fe14d1c044b9a9f6c24383c6207c,9f6c427dfd7649feaa545b2f5c540abc,44.377,0,27.07,0,0,0
82,scene-0061,1532402930152601,1532402930627445,56a71c208ac6472f90b6a82529a6ce61,25d06c93f90941d2936407f056a1bd76,58.187,0,26.25,0,0,0
83,scene-0061,1532402930152601,1532402930627445,vehicle_info,f1e3d9d08f044c439ce86a2d6fcca57b,-1.0,0,26.25,0,0,0
84,scene-0061,1532402930648325,1532402931127168,e3c5b72c12c34c85aac247734ad83bef,537ae45ee2b04f16bfde79362f2a5a8f,47.726,0,25.35,0,0,0
85,scene-0061,1532402930648325,1532402931127168,bc38961ca0ac4b14ab90e547ba79fbb6,e25b9e7019814d53876ff2697df7a2de,19.855,0,25.35,0,0,0
86,scene-0061,1532402930648325,1532402930627445,291e6cccbc254f2ab4eadfe98331dfec,6de543c5ee2842ccb4257bf880270590,66.018,0,26.25,0,0,0
87,scene-0061,1532402930648325,1532402930627445,a0049f95375044b8987fbcca8fda1e2b,cf71b5244ee84c1ba4240db40a188d16,58.075,0,26.25,0,0,0
88,scene-0061,1532402930648325,1532402930627445,4005437c730645c2b628dc1da999e06a,6679b3d2152d43fb881f6611b31e6809,76.724,0,26.25,0,0,0
89,scene-0061,1532402930648325,1532402930627445,61dd7d03d7ad466d89f901ed64e2c0dd,c2a90a75c2ee4187adb78e5b6184e9c9,57.113,0,26.25,0,0,0
90,scene-0061,1532402930648325,1532402930627445,4b77b9d062f547a5a3cfe21ac661ea9a,d0a41177b3e8491aaea3c4d9b68f1744,60.984,0,26.25,0,0,0
91,scene-0061,1532402930648325,1532402931127168,56a71c208ac6472f90b6a82529a6ce61,48f87933c9d34cfe938c6849ef7d0549,54.493,0,25.35,0,0,0
92,scene-0061,1532402930648325,1532402930627445,fdd3fe14d1c044b9a9f6c24383c6207c,885db842735944f692e5262b9186c863,41.025,0,26.25,0,0,0
93,scene-0061,1532402930648325,1532402931127168,c1958768d48640948f6053d04cffd35b,92a23fb25b98444e93afd004ca31cca2,28.063,0,25.35,0,0,0
94,scene-0061,1532402930648325,1532402930627445,86ed8530809d4b1b8fbc53808f599339,c4e56a03d977484f86befef9ab866169,55.609,0,26.25,0,0,0
95,scene-0061,1532402930648325,1532402931127168,a60047adc78a4b6895702e86b6d2fe88,f0edc658538b4fedb77a9eabe64b8b1a,35.805,0,25.35,0,0,0
96,scene-0061,1532402930648325,1532402931127168,vehicle_info,4f545737bf3347fbbc9af60b0be9a963,-1.0,0,25.35,0,0,0
97,scene-0061,1532402930648325,1532402931127168,f4b2632a2f9947da9f7959a3bd0e322c,cce69e28c4504554a588cf6efb891c4c,41.691,0,25.35,0,0,0
98,scene-0061,1532402931198511,1532402931127168,291e6cccbc254f2ab4eadfe98331dfec,5667035a04624968b3ea52f9d0e2294b,62.442,0,25.35,0,0,0
99,scene-0061,1532402931198511,1532402931627135,c1958768d48640948f6053d04cffd35b,5e5e0db2bcf642d680865d7c88a62f76,26.24,0,24.51,0,0,0
100,scene-0061,1532402931198511,1532402931127168,4005437c730645c2b628dc1da999e06a,bb02978478da41a98d6a39674f8bb832,78.559,0,25.35,0,0,0
101,scene-0061,1532402931198511,1532402931127168,4b77b9d062f547a5a3cfe21ac661ea9a,5876ef19c3fd41c3a2768f1597d22ffa,57.167,0,25.35,0,0,0
102,scene-0061,1532402931198511,1532402931127168,61dd7d03d7ad466d89f901ed64e2c0dd,9422e5e4698e48df8193d75e1698397a,53.294,0,25.35,0,0,0
103,scene-0061,1532402931198511,1532402931627135,a60047adc78a4b6895702e86b6d2fe88,345b97f7090045eb99584abd3b1e876d,35.014,0,24.51,0,0,0
104,scene-0061,1532402931198511,1532402931127168,a0049f95375044b8987fbcca8fda1e2b,57950ad36e6040a78c19cc12ec0a6bea,54.128,0,25.35,0,0,0
105,scene-0061,1532402931198511,1532402931127168,fdd3fe14d1c044b9a9f6c24383c6207c,46a5013493b84a4890ac3a0f02c77083,37.498,0,25.35,0,0,0
106,scene-0061,1532402931198511,1532402931627135,vehicle_info,7626dde27d604ac28a0240bdd54eba7a,-1.0,0,24.51,0,0,0
107,scene-0061,1532402931198511,1532402931627135,bc38961ca0ac4b14ab90e547ba79fbb6,fe33c018573e4abda3ff8de0566ee800,19.049,0,24.51,0,0,0
108,scene-0061,1532402931198511,1532402931127168,22907d343d2940e099a353e3b364b04e,13b1a6e7bfac4d7eb6a1edf9bcb9ad82,70.935,0,25.35,0,0,0
109,scene-0061,1532402931198511,1532402931627135,e3c5b72c12c34c85aac247734ad83bef,b870dda8c70f4aa5808de66632757ed0,43.842,0,24.51,0,0,0
110,scene-0061,1532402931198511,1532402931627135,56a71c208ac6472f90b6a82529a6ce61,b0b353dfec1a4ff6932b99f1a6875f8f,50.531,0,24.51,0,0,0
111,scene-0061,1532402931198511,1532402931127168,270f83c6aa8045cdaf422c3fa18309de,84ff661e471645a4ad77e894edcd8939,81.81,0,25.35,0,0,0
112,scene-0061,1532402931697833,1532402931627135,22907d343d2940e099a353e3b364b04e,e29ee1920d6d4a8995508a3da786782e,67.59,0,24.51,0,0,0
113,scene-0061,1532402931697833,1532402931627135,61dd7d03d7ad466d89f901ed64e2c0dd,22a2acd3cd7a449fbed464c26a031930,49.975,0,24.51,0,0,0
114,scene-0061,1532402931697833,1532402931627135,a0049f95375044b8987fbcca8fda1e2b,c79ad7c9cb4e472ba0df0691d6250356,50.687,0,24.51,0,0,0
115,scene-0061,1532402931697833,1532402932127384,c1958768d48640948f6053d04cffd35b,49e7210442be48f495c50e38a50abdbf,24.592,0,23.58,0,0,0
116,scene-0061,1532402931697833,1532402932127384,56a71c208ac6472f90b6a82529a6ce61,b3913bfc41554da29febb793a8a7ce26,47.077,0,23.58,0,0,0
117,scene-0061,1532402931697833,1532402931627135,4005437c730645c2b628dc1da999e06a,ee2d95dbfacc4ca9b2d29521758a2721,78.833,0,24.51,0,0,0
118,scene-0061,1532402931697833,1532402932127384,bc38961ca0ac4b14ab90e547ba79fbb6,2c1a8ae13d76498c838a1fb733ff8700,18.711,0,23.58,0,0,0
119,scene-0061,1532402931697833,1532402931627135,270f83c6aa8045cdaf422c3fa18309de,dabf4f32424d40198b1bc2291e8d2856,78.446,0,24.51,0,0,0
120,scene-0061,1532402931697833,1532402931627135,4b77b9d062f547a5a3cfe21ac661ea9a,bd1d2bd2d7114885b3ae7d4f25a2f24a,53.849,0,24.51,0,0,0
121,scene-0061,1532402931697833,1532402932127384,a60047adc78a4b6895702e86b6d2fe88,e983a924a6e444c38e73eb0c6ceafbef,34.566,0,23.58,0,0,0
122,scene-0061,1532402931697833,1532402931627135,291e6cccbc254f2ab4eadfe98331dfec,99f13154976f4ad0a20efbf2841b5c3f,59.35,0,24.51,0,0,0
123,scene-0061,1532402931697833,1532402932127384,e3c5b72c12c34c85aac247734ad83bef,a06c374cb6ab47b2898114766fb393b1,40.465,0,23.58,0,0,0
124,scene-0061,1532402931697833,1532402931627135,fdd3fe14d1c044b9a9f6c24383c6207c,ba86d165d0274a72bd6a2f11a906a325,34.487,0,24.51,0,0,0
125,scene-0061,1532402931697833,1532402932127384,vehicle_info,be99ffc878b24aca8956bbb4e0f97d0c,-1.0,0,23.58,0,0,0
126,scene-0061,1532402932197715,1532402932127384,4b77b9d062f547a5a3cfe21ac661ea9a,e12d861ef9e44dd19f23b70e61adbaab,50.639,0,23.58,0,0,0
127,scene-0061,1532402932197715,1532402932127384,22907d343d2940e099a353e3b364b04e,e6537ae2103a409f8a30d81dd7abd40b,64.354,0,23.58,0,0,0
128,scene-0061,1532402932197715,1532402932127384,4005437c730645c2b628dc1da999e06a,1b39d0b70fdf4e01afe28575c1050643,79.208,0,23.58,0,0,0
129,scene-0061,1532402932197715,1532402932127384,a0256497c28e47348c45fdd211e8679e,38412e58d972491582cf21a19ea31a80,62.556,0,23.58,0,0,0
130,scene-0061,1532402932197715,1532402932127384,291e6cccbc254f2ab4eadfe98331dfec,8bfdcc83de78443388372fa33a3562e9,56.381,0,23.58,0,0,0
131,scene-0061,1532402932197715,1532402932626799,vehicle_info,9813c23a5f1448b09bb7910fea9baf20,-1.0,0,22.69,0,0,0
